ID_WATER_P,WP_OLDNAME,PLATE_ID,EASTINGX,NORTHINGY,DISTRICT_N,TA_NAME,VILLAGE_SI,WATER_SOUR,PUMP_TYPE,CONDITION,CONSTRUCTI,FUNDS,SERVICES
308_01_234,,,779348.00000,8227056.00000,Mulanje,Mabuka TA,Kalamwa,gravity fed standpipe,no pump,functional,1981,Government,Government
308_01_235,,,779268.00000,8227358.00000,Mulanje,Mabuka TA,Kalamwa,gravity fed standpipe,no pump,functional,1981,Government,Government
308_01_236,,,779240.00000,8227455.00000,Mulanje,Mabuka TA,Kalamwa,gravity fed standpipe,no pump,functional,2002,Government,Local artisans
308_01_253,,,779819.00000,8224678.00000,Mulanje,Mabuka TA,Bondo,gravity fed standpipe,no pump,functional,1996,Government,Local artisans
308_01_238,,,779492.00000,8227442.00000,Mulanje,Mabuka TA,Kalamwa,gravity fed standpipe,no pump,functional,1981,Government,Government
308_01_252,,,779718.00000,8224777.00000,Mulanje,Mabuka TA,Bondo H/Centre,gravity fed standpipe,no pump,functional,1996,Government,Government
308_01_240,,,779972.00000,8227063.00000,Mulanje,Mabuka TA,Nkundi,gravity fed standpipe,no pump,not functional,1981,Government,Government
308_01_241,SD/01/202,,780841.00000,8226911.00000,Mulanje,Mabuka TA,Nkundi,mechanic borehole,Afridev,functional,2002,OXFAM,unknown
308_01_242,,,779756.00000,8227003.00000,Mulanje,Mabuka TA,Nkundi,gravity fed standpipe,no pump,functional,1981,Government,Government
308_01_243,,,779310.00000,8227034.00000,Mulanje,Mabuka TA,Kalamwa,gravity fed standpipe,no pump,functional,1986,Government,Local artisans
308_01_244,,,779556.00000,8225923.00000,Mulanje,Mabuka TA,Bondo,gravity fed standpipe,no pump,functional,2000,Government,Local artisans
308_01_245,,,779657.00000,8225645.00000,Mulanje,Mabuka TA,Bondo School,gravity fed standpipe,no pump,functional,1981,Government,Government
308_01_246,,,779943.00000,8225560.00000,Mulanje,Mabuka TA,Bondo,gravity fed standpipe,no pump,functional,1981,Government,Government
308_01_247,,,779588.00000,8224624.00000,Mulanje,Mabuka TA,Bondo,gravity fed standpipe,no pump,functional,2000,Government,Local artisans
308_01_248,,,779519.00000,8224704.00000,Mulanje,Mabuka TA,Bondo,gravity fed standpipe,no pump,functional,2000,Government,Local artisans
308_01_249,,,779643.00000,8224691.00000,Mulanje,Mabuka TA,Bondo,gravity fed standpipe,no pump,functional,1981,Government,Government
308_01_250,,,779720.00000,8224688.00000,Mulanje,Mabuka TA,Bondo,gravity fed standpipe,no pump,functional,1999,Government,Local artisans
308_01_280,,,779061.00000,8223135.00000,Mulanje,Mabuka TA,Naluwade,gravity fed standpipe,no pump,functional,1998,Government,Local artisans
308_01_237,,,779359.00000,8227349.00000,Mulanje,Mabuka TA,Kalamwa,gravity fed standpipe,no pump,functional,2000,Government,Government
308_01_278,,,779174.00000,8223264.00000,Mulanje,Mabuka TA,Naluwade,gravity fed standpipe,no pump,functional,2000,Government,Local artisans
308_01_294,,,775811.00000,8224500.00000,Mulanje,Mabuka TA,Michenga,mechanic borehole,Afridev,functional,2000,Government,Government
308_01_281,,,779060.00000,8223292.00000,Mulanje,Mabuka TA,Naluwade,gravity fed standpipe,no pump,functional,1981,Government,Government
308_01_282,,,778897.00000,8223335.00000,Mulanje,Mabuka TA,Naluwade,gravity fed standpipe,no pump,functional,1999,Government,Local artisans
308_01_283,,,778860.00000,8222980.00000,Mulanje,Mabuka TA,Naluwade,gravity fed standpipe,no pump,functional,1998,Government,Local artisans
308_01_284,,,778758.00000,8222955.00000,Mulanje,Mabuka TA,Naluwade,gravity fed standpipe,no pump,functional,1998,Government,Local artisans
308_01_285,,,778630.00000,8222681.00000,Mulanje,Mabuka TA,Naluwade,gravity fed standpipe,no pump,functional,1981,Government,Government
308_01_286,,,778828.00000,8222725.00000,Mulanje,Mabuka TA,Naluwade,shallow well with hand pump,Afridev,functional,2002,OXFAM,Government
308_01_287,,,778380.00000,8222596.00000,Mulanje,Mabuka TA,Naluwade,gravity fed standpipe,no pump,functional,1981,Government,Government
308_01_288,,,777298.00000,8222671.00000,Mulanje,Mabuka TA,Bondo,gravity fed standpipe,no pump,not functional,1981,Government,Government
308_01_289,,,777394.00000,8223365.00000,Mulanje,Mabuka TA,Bondo,gravity fed standpipe,no pump,not functional,1981,Government,Government
308_01_290,,,777575.00000,8223728.00000,Mulanje,Mabuka TA,Bondo,gravity fed standpipe,no pump,functional,2001,Government,Local artisans
308_01_291,,,777630.00000,8223780.00000,Mulanje,Mabuka TA,Bondo,gravity fed standpipe,no pump,functional,1981,Government,Government
308_01_293,,,778186.00000,8223880.00000,Mulanje,Mabuka TA,Bondo,gravity fed standpipe,no pump,functional,1981,Government,Government
308_01_296,,,775073.00000,8224397.00000,Mulanje,Mabuka TA,Michenga,mechanic borehole,Afridev,functional,2000,Government,Government
308_01_298,,,774467.00000,8224822.00000,Mulanje,Mabuka TA,Ngwesu,mechanic borehole,Afridev,functional,2000,Government,Government
308_01_299,CL/05/001,,774214.00000,8224900.00000,Mulanje,Mabuka TA,Ngwezu,mechanic borehole,Afridev,not functional,2000,Government,Government
308_01_300,,,774229.00000,8222918.00000,Mulanje,Mabuka TA,Murofwinyo,mechanic borehole,Afridev,functional,2001,MASAF,unknown
308_01_225,,,779562.00000,8225178.00000,Mulanje,Mabuka TA,Bondo,gravity fed standpipe,no pump,functional,2002,Government,Local artisans
308_01_292,,,777982.00000,8223830.00000,Mulanje,Mabuka TA,Bondo,gravity fed standpipe,no pump,functional,1981,Government,Government
308_01_969,,,766715.00000,8228327.00000,Mulanje,Mabuka TA,Kumwamba,gravity fed standpipe,no pump,functional,1982,Government,Government
308_03_674,,,766064.00000,8223841.00000,Mulanje,Mabuka TA,Makoloma,mechanic borehole,Afridev,functional,2000,MASAF,Drill Tech
308_03_673,CSC/92,,766066.00000,8223987.00000,Mulanje,Mabuka TA,Makoloma,mechanic borehole,Afridev,not functional,2000,OXFAM,CSC
308_01_968,,,766601.00000,8228267.00000,Mulanje,Mabuka TA,Kumwamba,gravity fed standpipe,no pump,functional,1982,Government,Government
308_01_967,,,766580.00000,8228206.00000,Mulanje,Mabuka TA,Kumwamba,gravity fed standpipe,no pump,functional,1982,Government,Government
308_01_966,,,766531.00000,8228147.00000,Mulanje,Mabuka TA,Kumwamba,gravity fed standpipe,no pump,functional,1982,Government,Government
308_01_965,,,766467.00000,8228219.00000,Mulanje,Mabuka TA,Kumwamba,gravity fed standpipe,no pump,functional,1982,Government,Government
308_01_964,,,766414.00000,8228294.00000,Mulanje,Mabuka TA,Kumwamba,gravity fed standpipe,no pump,functional,1982,Government,Government
308_01_963,MSF/MJ/10/08,,766396.00000,8228283.00000,Mulanje,Mabuka TA,Kumwamba,mechanic borehole,Afridev,functional,2001,Government,Mozagua
308_01_962,,,766144.00000,8228502.00000,Mulanje,Mabuka TA,Kumwamba,gravity fed standpipe,no pump,functional,1982,Government,Government
308_01_961,,,766466.00000,8228432.00000,Mulanje,Mabuka TA,Unknown,gravity fed standpipe,Afridev,functional,1982,Government,Government
308_01_911,,,765589.00000,8231502.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_916,,,765506.00000,8231529.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_02_113,,,786131.00000,8220690.00000,Mulanje,Mabuka TA,Namani,mechanic borehole,Afridev,not functional,2000,Government,unknown
308_03_684,,,764806.00000,8223955.00000,Mulanje,Mabuka TA,Chilingulo,gravity fed standpipe,no pump,not functional,1998,Government,Local artisans
308_03_671,MJ/089,,766126.00000,8224078.00000,Mulanje,Mabuka TA,Makoloma,mechanic borehole,Afridev,functional,2000,MASAF,Drill Tech
308_03_672,,,766128.00000,8224010.00000,Mulanje,Mabuka TA,Makoloma,gravity fed standpipe,no pump,not functional,1975,Government,Government
308_01_921,,,765538.00000,8231528.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_936,,,765912.00000,8230860.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_935,,,765880.00000,8230828.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_934,,,765816.00000,8230877.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_933,,,765693.00000,8230917.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_931,,,765801.00000,8231003.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_926,,,765904.00000,8230944.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_05_193,,,766516.00000,8236266.00000,Mulanje,Mabuka TA,Nakhonyo,mechanic borehole,Afridev,functional,2001,GTZ,CHITSIME
308_01_930,,,765799.00000,8230961.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_918,,,765540.00000,8231605.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_937,,,765796.00000,8230655.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_920,,,765503.00000,8231592.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_932,,,765726.00000,8230995.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_03_677,,,765822.00000,8223799.00000,Mulanje,Mabuka TA,Kathebwe,gravity fed standpipe,no pump,not functional,1975,Government,Government
308_01_929,,,765788.00000,8230897.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_928,,,765842.00000,8230917.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_922,,,765982.00000,8231060.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_923,,,765961.00000,8231015.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_924,,,765973.00000,8230982.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_927,,,765905.00000,8230967.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_925,,,765955.00000,8230938.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_919,,,765522.00000,8231607.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_944,,,766387.00000,8229478.00000,Mulanje,Mabuka TA,Kumwamba,gravity fed standpipe,no pump,functional,1982,Government,Government
308_01_949,,,771902.00000,8219521.00000,Mulanje,Mabuka TA,Mukhala,gravity fed standpipe,no pump,not functional,1981,Government,Government
308_01_917,,,765519.00000,8231576.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_01_947,,,766378.00000,8229212.00000,Mulanje,Mabuka TA,Mulanje School,mechanic borehole,Afridev,functional,1111,Government,Government
308_01_946,,,766530.00000,8229122.00000,Mulanje,Mabuka TA,Kuumwamba,gravity fed standpipe,no pump,functional,1982,Government,Government
308_01_945,,,766539.00000,8229365.00000,Mulanje,Mabuka TA,Kumwamba,gravity fed standpipe,no pump,not functional,1982,Government,Government
308_01_948,CD/F2/038,,766307.00000,8228956.00000,Mulanje,Mabuka TA,Mulanje School,mechanic borehole,Afridev,not functional,1997,Government,CHITSIME
308_01_943,,,766112.00000,8229768.00000,Mulanje,Mabuka TA,Kumwamba,gravity fed standpipe,no pump,not functional,1988,Government,Government
308_01_942,,,765757.00000,8230081.00000,Mulanje,Mabuka TA,Chete,mechanic borehole,Afridev,functional,2001,MASAF,Mozagua
308_01_941,,,765689.00000,8230034.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,1982,Government,Government
308_01_940,,,765577.00000,8230375.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,1982,Government,Government
308_01_939,,,765480.00000,8230452.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,1992,Government,Government
308_01_938,,,765778.00000,8230687.00000,Mulanje,Mabuka TA,Chete,gravity fed standpipe,no pump,functional,2000,Private,Private
308_05_330,0,,766550.00000,8241610.00000,Mulanje,Nkanda TA,Mphuphira,mechanic borehole,Afridev,not functional,1997,Community,Local artisans
308_05_331,0,,766797.00000,8241491.00000,Mulanje,Nkanda TA,Mphuphira,gravity fed standpipe,no pump,functional,1979,Government,Government
308_05_329,0,,765826.00000,8241379.00000,Mulanje,Nkanda TA,Mwawalo,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_357,0,,770514.00000,8244635.00000,Mulanje,Nkanda TA,Mthuluwe,mechanic borehole,Afridev,functional,1998,Government,Government
308_05_356,0,,769782.00000,8244271.00000,Mulanje,Nkanda TA,Morotho,gravity fed standpipe,no pump,not functional,2002,COMWASH,COMWASH
308_05_367,0,,771119.00000,8244492.00000,Mulanje,Nkanda TA,Mchakala,gravity fed standpipe,no pump,functional,2001,GTZ,Other
308_05_366,0,,771193.00000,8245082.00000,Mulanje,Nkanda TA,Mchakala,mechanic borehole,Afridev,not functional,2000,MASAF,MASAF
308_05_365,0,,771302.00000,8245259.00000,Mulanje,Nkanda TA,Kukada,mechanic borehole,Afridev,functional,1999,GTZ,Other
308_05_364,0,,771105.00000,8245192.00000,Mulanje,Nkanda TA,Kukada,mechanic borehole,Afridev,functional,2000,MASAF,MASAF
308_05_363,0,,771112.00000,8245126.00000,Mulanje,Nkanda TA,Kukada,gravity fed standpipe,no pump,not functional,1984,Government,Government
308_05_362,0,,771051.00000,8245057.00000,Mulanje,Nkanda TA,Kukada,mechanic borehole,Afridev,functional,2001,GTZ,Other
308_05_361,0,,770896.00000,8244727.00000,Mulanje,Nkanda TA,Mthuluwe,gravity fed standpipe,no pump,not functional,2002,COMWASH,COMWASH
308_05_360,0,,770650.00000,8244846.00000,Mulanje,Nkanda TA,Kukada,gravity fed standpipe,no pump,not functional,2002,COMWASH,COMWASH
308_05_355,0,,769703.00000,8244718.00000,Mulanje,Nkanda TA,Morotho,gravity fed standpipe,no pump,not functional,2002,COMWASH,COMWASH
308_05_358,0,,770448.00000,8244551.00000,Mulanje,Nkanda TA,Mthuluwe,gravity fed standpipe,no pump,functional,2002,GTZ,Other
308_05_344,,,766634.00000,8244235.00000,Mulanje,Nkanda TA,Mbendera,shallow well with hand pump,Afridev,functional,2000,GTZ,Other
308_05_354,0,,769507.00000,8244582.00000,Mulanje,Nkanda TA,Chitimbe,gravity fed standpipe,no pump,not functional,2002,COMWASH,COMWASH
308_05_353,0,,769711.00000,8244426.00000,Mulanje,Nkanda TA,Chitimbe,gravity fed standpipe,no pump,not functional,2002,OTHER,Other
308_05_352,0,,769495.00000,8244081.00000,Mulanje,Nkanda TA,Negwele,mechanic borehole,Afridev,functional,2000,GTZ,Other
308_05_351,0,,769524.00000,8244477.00000,Mulanje,Nkanda TA,Chitimbe,mechanic borehole,Afridev,functional,2001,EU,Other
308_05_350,0,,768935.00000,8244009.00000,Mulanje,Nkanda TA,Mphwanye,gravity fed standpipe,no pump,not functional,1987,Government,Government
308_05_349,0,,768623.00000,8243839.00000,Mulanje,Nkanda TA,Mphwanye,shallow well with hand pump,Afridev,functional,2000,GTZ,Other
308_05_348,0,,768674.00000,8243681.00000,Mulanje,Nkanda TA,Mphwanye,gravity fed standpipe,no pump,not functional,1987,Government,Government
308_05_347,0,,767555.00000,8242990.00000,Mulanje,Nkanda TA,Mphaya,shallow well with hand pump,Afridev,functional,2000,GTZ,Other
308_05_346,0,,767635.00000,8243121.00000,Mulanje,Nkanda TA,Mphaya,gravity fed standpipe,no pump,not functional,1987,Government,Government
308_05_345,0,,767162.00000,8244137.00000,Mulanje,Nkanda TA,Mbendera,gravity fed standpipe,no pump,not functional,1987,Government,Government
308_05_359,0,,770891.00000,8244424.00000,Mulanje,Nkanda TA,Mthuluwe,gravity fed standpipe,no pump,functional,2001,GTZ,Other
308_05_075,,,760036.00000,8236728.00000,Mulanje,Nkanda TA,Mulere,mechanic borehole,Afridev,functional,2001,EU,unknown
308_05_074,,,759670.00000,8236074.00000,Mulanje,Nkanda TA,Mphinyiwa,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_073,,,759646.00000,8235885.00000,Mulanje,Nkanda TA,Mphinyiwa,shallow well with hand pump,Afridev,functional,2000,GTZ,unknown
308_05_322,0,,766763.00000,8240200.00000,Mulanje,Nkanda TA,Chambe Shool,mechanic borehole,Afridev,functional,1998,Government,Government
308_05_399,0,,774037.00000,8244694.00000,Mulanje,Nkanda TA,kambenje,gravity fed standpipe,no pump,functional,2001,GTZ,Other
308_05_396,0,,774261.00000,8245060.00000,Mulanje,Nkanda TA,Kambenje,gravity fed standpipe,no pump,functional,2001,GTZ,Other
308_05_334,0,,767417.00000,8242329.00000,Mulanje,Nkanda TA,Mcheziwa,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_433,0,,761094.00000,8238411.00000,Mulanje,Nkanda TA,Nkhuku,gravity fed standpipe,no pump,functional,1989,Government,Government
308_05_343,0,,766910.00000,8243967.00000,Mulanje,Nkanda TA,Mbendera,gravity fed standpipe,no pump,not functional,1987,Government,Government
308_05_342,0,,766603.00000,8243623.00000,Mulanje,Nkanda TA,Mbendera,gravity fed standpipe,no pump,not functional,1987,Government,Government
308_05_341,0,,766605.00000,8243236.00000,Mulanje,Nkanda TA,Livetere,gravity fed standpipe,no pump,not functional,1987,Government,Government
308_05_340,0,,766918.00000,8242936.00000,Mulanje,Nkanda TA,Livetere,gravity fed standpipe,no pump,not functional,1987,Government,Government
308_05_339,0,,766997.00000,8242681.00000,Mulanje,Nkanda TA,Livetele,gravity fed standpipe,no pump,not functional,1987,Government,Government
308_05_338,0,,766881.00000,8241112.00000,Mulanje,Nkanda TA,Nkanda,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_337,0,,767671.00000,8242433.00000,Mulanje,Nkanda TA,Mcheziwa,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_332,0,,767168.00000,8242103.00000,Mulanje,Nkanda TA,Mwanyali,gravity fed standpipe,no pump,not functional,1979,Government,Government
308_05_333,0,,767369.00000,8242190.00000,Mulanje,Nkanda TA,Mwanyali,mechanic borehole,Afridev,functional,2002,MASAF,CADCO
